Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
243;0.4815;0.4852;-0.0345;-0.0000;65;65;0;0.0214;0.1859;0.0009;-0.0013;-0.0002
244;0.4815;0.4889;-0.0690;-0.0000;69;69;0;0.0386;0.1866;0.0013;-0.0013;-0.0002
245;0.4778;0.4889;-0.0690;-0.0000;73;73;0;0.0551;0.1870;0.0013;-0.0013;-0.0002
246;0.4815;0.4926;-0.0000;-0.0000;73;73;0;0.0515;0.1877;-0.0004;-0.0013;-0.0002
247;0.4852;0.4926;-0.0345;-0.0000;73;73;0;0.0496;0.1884;-0.0001;-0.0013;-0.0002
248;0.4963;0.4963;-0.0000;-0.0000;65;64;0;0.0079;0.1884;-0.0011;-0.0013;-0.0002
249;0.5000;0.5000;0.0345;-0.0000;62;62;0;-0.0075;0.1884;-0.0021;-0.0013;-0.0002
250;0.5037;0.5000;-0.0690;-0.0000;58;58;0;-0.0262;0.1881;0.0016;-0.0013;-0.0002
251;0.5037;0.5000;-0.0345;-0.0000;56;56;0;-0.0320;0.1877;-0.0001;-0.0013;-0.0002
252;0.5000;0.5000;-0.0690;-0.0000;60;60;0;-0.0137;0.1873;0.0023;-0.0013;-0.0002
253;0.5037;0.5000;-0.0690;-0.0000;54;56;0;-0.0357;0.1870;0.0026;-0.0011;-0.0002
254;0.5000;0.5000;-0.0345;-0.0000;58;58;0;-0.0174;0.1870;0.0004;-0.0011;-0.0002
255;0.5037;0.5000;-0.0690;-0.0000;54;56;0;-0.0357;0.1862;0.0018;-0.0011;-0.0002
256;0.5037;0.5000;-0.0690;-0.0000;54;56;0;-0.0364;0.1859;0.0026;-0.0011;-0.0002
257;0.5074;0.5000;-0.0000;-0.0000;54;54;0;-0.0405;0.1855;-0.0013;-0.0011;-0.0002
258;0.5074;0.5000;-0.0690;-0.0000;52;54;0;-0.0408;0.1851;0.0026;-0.0011;-0.0002
259;0.5037;0.5000;0.0690;-0.0000;58;56;0;-0.0214;0.1848;-0.0040;-0.0011;-0.0002
260;0.5000;0.5000;0.2414;-0.0000;64;60;0;-0.0016;0.1848;-0.0106;-0.0013;-0.0002
261;0.4963;0.5000;0.3103;-0.0000;67;62;0;0.0141;0.1848;-0.0131;-0.0013;-0.0002
262;0.5000;0.5000;0.4483;-0.0000;62;54;0;-0.0145;0.1848;-0.0182;-0.0016;-0.0002
263;0.5037;0.5000;0.4483;-0.0000;58;50;0;-0.0368;0.1844;-0.0187;-0.0018;-0.0002
264;0.5037;0.5000;0.3448;-0.0000;58;50;0;-0.0368;0.1840;-0.0145;-0.0018;-0.0002
265;0.5000;0.5000;0.3793;-0.0000;62;54;0;-0.0185;0.1837;-0.0157;-0.0021;-0.0002
266;0.5000;0.5000;0.3103;-0.0000;64;58;0;-0.0013;0.1837;-0.0138;-0.0023;-0.0002
267;0.5000;0.5000;0.3103;-0.0000;64;58;0;-0.0057;0.1837;-0.0138;-0.0023;-0.0002
268;0.5037;0.5000;0.3793;-0.0000;60;52;0;-0.0287;0.1833;-0.0155;-0.0026;-0.0002
269;0.5037;0.5000;0.2069;-0.0000;58;54;0;-0.0302;0.1829;-0.0096;-0.0026;-0.0002
270;0.5037;0.5000;0.1724;-0.0000;56;54;0;-0.0313;0.1826;-0.0077;-0.0028;-0.0002
271;0.5000;0.5000;0.1379;-0.0000;60;58;0;-0.0130;0.1822;-0.0057;-0.0028;-0.0002
272;0.5000;0.5000;-0.0000;-0.0000;58;58;0;-0.0159;0.1822;-0.0013;-0.0028;-0.0002
273;0.5000;0.5000;0.0690;-0.0000;58;56;0;-0.0185;0.1818;-0.0033;-0.0028;-0.0002
274;0.4963;0.5000;-0.0345;-0.0000;62;62;0;0.0009;0.1818;0.0001;-0.0028;-0.0002
275;0.5000;0.5000;-0.0690;-0.0000;60;62;0;-0.0031;0.1818;0.0021;-0.0028;-0.0002
276;0.5000;0.5000;0.0345;-0.0000;60;60;0;-0.0101;0.1818;-0.0018;-0.0028;-0.0002
277;0.4963;0.5000;-0.0345;-0.0000;62;64;0;0.0060;0.1818;0.0004;-0.0028;-0.0002
278;0.4963;0.5000;0.0345;-0.0000;62;62;0;0.0013;0.1818;-0.0016;-0.0028;-0.0002
279;0.5000;0.5000;0.0345;-0.0000;62;60;0;-0.0016;0.1818;-0.0023;-0.0028;-0.0002
280;0.5000;0.5000;-0.0000;-0.0000;60;60;0;-0.0071;0.1818;-0.0009;-0.0028;-0.0002
281;0.5037;0.5000;0.1034;-0.0000;56;54;0;-0.0306;0.1815;-0.0043;-0.0028;-0.0002
282;0.5037;0.5000;0.1379;-0.0000;56;54;0;-0.0313;0.1811;-0.0060;-0.0031;-0.0002
283;0.5037;0.5000;0.2069;-0.0000;56;52;0;-0.0328;0.1807;-0.0087;-0.0031;-0.0002
284;0.5000;0.5000;0.2759;-0.0000;60;56;0;-0.0145;0.1804;-0.0116;-0.0033;-0.0002
285;0.4963;0.5000;0.2414;-0.0000;64;60;0;0.0024;0.1804;-0.0109;-0.0033;-0.0002
286;0.4963;0.5000;0.1724;-0.0000;65;64;0;0.0174;0.1807;-0.0082;-0.0033;-0.0002
287;0.4926;0.5000;0.1379;-0.0000;69;65;0;0.0309;0.1811;-0.0065;-0.0035;-0.0002
288;0.4926;0.5000;-0.0000;-0.0000;67;67;0;0.0277;0.1815;-0.0013;-0.0035;-0.0002
289;0.5000;0.5000;0.0345;-0.0000;62;60;0;-0.0009;0.1815;-0.0023;-0.0035;-0.0002
290;0.4963;0.5000;0.0690;-0.0000;64;64;0;0.0126;0.1815;-0.0038;-0.0035;-0.0002
291;0.5000;0.5000;-0.0000;-0.0000;60;58;0;-0.0130;0.1815;-0.0013;-0.0035;-0.0002
292;0.5000;0.5000;0.0345;-0.0000;58;58;0;-0.0152;0.1811;-0.0018;-0.0035;-0.0002
293;0.4963;0.5000;-0.0000;-0.0000;62;62;0;0.0009;0.1811;-0.0004;-0.0035;-0.0002
294;0.5000;0.5000;-0.1034;-0.0000;60;62;0;-0.0031;0.1811;0.0026;-0.0035;-0.0002
295;0.4963;0.5000;-0.0690;-0.0000;64;64;0;0.0123;0.1815;0.0023;-0.0035;-0.0002
296;0.4963;0.5000;-0.1034;-0.0000;62;64;0;0.0068;0.1815;0.0028;-0.0035;-0.0002
297;0.4963;0.5000;-0.0345;-0.0000;62;62;0;0.0038;0.1815;0.0006;-0.0035;-0.0002
298;0.4963;0.5000;-0.0000;-0.0000;65;64;0;0.0167;0.1818;-0.0013;-0.0035;-0.0002
299;0.4963;0.5000;0.0345;-0.0000;64;64;0;0.0104;0.1818;-0.0023;-0.0035;-0.0002
300;0.5000;0.5000;0.0345;-0.0000;58;58;0;-0.0145;0.1815;-0.0018;-0.0035;-0.0002
301;0.5000;0.5000;0.1034;-0.0000;58;56;0;-0.0170;0.1815;-0.0050;-0.0035;-0.0002
302;0.5000;0.5000;0.0690;-0.0000;58;56;0;-0.0181;0.1811;-0.0040;-0.0035;-0.0002
303;0.5037;0.5000;0.1379;-0.0000;58;56;0;-0.0203;0.1811;-0.0062;-0.0038;-0.0002
304;0.5000;0.5000;0.1379;-0.0000;62;58;0;-0.0049;0.1807;-0.0057;-0.0038;-0.0002
305;0.4963;0.5000;0.0690;-0.0000;64;62;0;0.0108;0.1811;-0.0033;-0.0038;-0.0002
306;0.4926;0.5000;0.1379;-0.0000;67;64;0;0.0251;0.1815;-0.0070;-0.0038;-0.0002
307;0.4926;0.5000;0.1034;-0.0000;65;64;0;0.0200;0.1815;-0.0045;-0.0038;-0.0002
308;0.4963;0.5000;0.0690;-0.0000;64;62;0;0.0115;0.1818;-0.0038;-0.0040;-0.0002
309;0.4963;0.5000;0.1379;-0.0000;64;62;0;0.0064;0.1818;-0.0057;-0.0040;-0.0002
310;0.5000;0.5000;0.1034;-0.0000;58;56;0;-0.0178;0.1815;-0.0052;-0.0040;-0.0002
311;0.4963;0.5000;0.1724;-0.0000;64;60;0;0.0009;0.1815;-0.0072;-0.0040;-0.0002
312;0.4963;0.5000;0.1724;-0.0000;65;62;0;0.0145;0.1818;-0.0077;-0.0043;-0.0002
313;0.4926;0.5000;0.1034;-0.0000;69;65;0;0.0280;0.1822;-0.0055;-0.0043;-0.0002
314;0.4963;0.5000;0.1034;-0.0000;64;60;0;0.0009;0.1822;-0.0043;-0.0043;-0.0002
315;0.5000;0.5000;0.1034;-0.0000;62;60;0;-0.0035;0.1822;-0.0048;-0.0043;-0.0002
316;0.5000;0.5000;0.1379;-0.0000;62;58;0;-0.0035;0.1822;-0.0070;-0.0045;-0.0002
317;0.5000;0.5000;0.1034;-0.0000;62;58;0;-0.0071;0.1818;-0.0052;-0.0045;-0.0002
318;0.5000;0.5000;-0.0690;-0.0000;58;58;0;-0.0152;0.1818;0.0016;-0.0045;-0.0002
319;0.5000;0.5000;-0.0690;-0.0000;58;58;0;-0.0178;0.1815;0.0026;-0.0045;-0.0002
320;0.5037;0.5000;0.1034;-0.0000;58;56;0;-0.0203;0.1815;-0.0045;-0.0045;-0.0002
321;0.5074;0.5000;0.0345;-0.0000;54;52;0;-0.0419;0.1807;-0.0021;-0.0045;-0.0002
322;0.5074;0.5000;0.0690;-0.0000;54;50;0;-0.0423;0.1804;-0.0033;-0.0045;-0.0002
323;0.5037;0.5000;0.0345;-0.0000;58;56;0;-0.0229;0.1800;-0.0026;-0.0045;-0.0002
324;0.5000;0.5000;0.0690;-0.0000;62;58;0;-0.0053;0.1800;-0.0033;-0.0045;-0.0002
325;0.4963;0.5000;-0.0345;-0.0000;64;64;0;0.0145;0.1800;0.0006;-0.0045;-0.0002
326;0.4963;0.5000;-0.1034;-0.0000;62;62;0;0.0049;0.1804;0.0031;-0.0045;-0.0002
327;0.4926;0.5000;-0.0690;-0.0000;65;65;0;0.0192;0.1804;0.0016;-0.0045;-0.0002
328;0.4963;0.5000;0.0345;-0.0000;65;62;0;0.0126;0.1807;-0.0018;-0.0045;-0.0002
329;0.4963;0.5000;0.0345;-0.0000;64;62;0;0.0071;0.1807;-0.0028;-0.0045;-0.0002
330;0.4963;0.5000;0.1379;-0.0000;64;60;0;0.0038;0.1807;-0.0057;-0.0045;-0.0002
331;0.4926;0.5000;0.2069;-0.0000;67;64;0;0.0192;0.1811;-0.0096;-0.0048;-0.0002
332;0.4926;0.5000;0.2759;-0.0000;69;65;0;0.0302;0.1815;-0.0116;-0.0048;-0.0002
333;0.4926;0.5000;0.3448;-0.0000;69;62;0;0.0233;0.1815;-0.0148;-0.0050;-0.0002
334;0.5000;0.5000;0.3793;-0.0000;65;56;0;-0.0027;0.1815;-0.0155;-0.0052;-0.0002
335;0.4963;0.5000;0.3103;-0.0000;67;60;0;0.0137;0.1818;-0.0136;-0.0052;-0.0002
336;0.4963;0.5000;0.2414;-0.0000;65;60;0;0.0086;0.1818;-0.0111;-0.0055;-0.0002
337;0.4963;0.5000;0.1034;-0.0000;64;60;0;0.0016;0.1818;-0.0052;-0.0055;-0.0002
338;0.5000;0.5000;-0.1034;-0.0000;60;62;0;-0.0027;0.1818;0.0040;-0.0055;-0.0002
339;0.5000;0.5000;-0.1724;-0.0000;60;62;0;-0.0035;0.1818;0.0067;-0.0055;-0.0002
340;0.4963;0.5000;-0.1034;-0.0000;64;64;0;0.0093;0.1818;0.0035;-0.0052;-0.0002
341;0.4963;0.5000;-0.0690;-0.0000;64;64;0;0.0134;0.1822;0.0023;-0.0052;-0.0002
342;0.4963;0.5037;-0.2069;-0.0000;65;67;0;0.0200;0.1822;0.0070;-0.0052;-0.0002
343;0.5037;0.5037;-0.2414;-0.0000;62;64;0;0.0060;0.1826;0.0092;-0.0052;-0.0002
344;0.5074;0.5074;-0.2069;-0.0000;60;62;0;-0.0013;0.1826;0.0070;-0.0050;-0.0002
345;0.5074;0.5074;-0.1724;-0.0000;64;64;0;0.0086;0.1826;0.0062;-0.0050;-0.0002
346;0.5074;0.5111;-0.0000;-0.0000;65;64;0;0.0148;0.1826;-0.0006;-0.0050;-0.0002
347;0.5074;0.5111;0.1034;-0.0000;69;65;0;0.0251;0.1829;-0.0045;-0.0050;-0.0002
348;0.5037;0.5148;0.1379;-0.0000;75;71;0;0.0540;0.1837;-0.0057;-0.0050;-0.0002
349;0.5074;0.5148;0.1379;-0.0000;73;69;0;0.0441;0.1840;-0.0067;-0.0052;-0.0002
350;0.5111;0.5185;0.1379;-0.0000;71;67;0;0.0353;0.1848;-0.0067;-0.0052;-0.0002
351;0.5185;0.5185;0.0690;-0.0000;65;62;0;0.0064;0.1848;-0.0040;-0.0052;-0.0002
352;0.5185;0.5222;0.1034;-0.0000;69;65;0;0.0218;0.1851;-0.0048;-0.0052;-0.0002
353;0.5148;0.5259;0.0345;-0.0000;71;69;0;0.0372;0.1855;-0.0023;-0.0052;-0.0002
354;0.5148;0.5259;0.0345;-0.0000;75;73;0;0.0526;0.1862;-0.0016;-0.0055;-0.0002
355;0.5148;0.5296;0.0345;-0.0000;79;77;0;0.0668;0.1870;-0.0028;-0.0055;-0.0002
356;0.5148;0.5296;-0.0345;-0.0000;81;81;0;0.0808;0.1877;0.0001;-0.0055;-0.0002
357;0.5185;0.5333;-0.0000;-0.0000;81;79;0;0.0749;0.1888;-0.0009;-0.0055;-0.0002
358;0.5185;0.5333;-0.0000;-0.0000;81;79;0;0.0705;0.1895;-0.0013;-0.0055;-0.0002
359;0.5296;0.5370;0.0345;-0.0000;73;69;0;0.0295;0.1899;-0.0026;-0.0055;-0.0002
360;0.5370;0.5370;0.0690;-0.0000;69;65;0;0.0115;0.1903;-0.0035;-0.0055;-0.0002
361;0.5370;0.5407;0.1379;-0.0000;71;65;0;0.0163;0.1903;-0.0062;-0.0055;-0.0002
362;0.5407;0.5407;0.1034;-0.0000;67;64;0;0.0024;0.1903;-0.0043;-0.0055;-0.0002
363;0.5444;0.5444;-0.0000;-0.0000;65;64;0;-0.0053;0.1903;-0.0013;-0.0055;-0.0002
364;0.5407;0.5444;-0.0345;-0.0000;71;69;0;0.0244;0.1906;0.0006;-0.0055;-0.0002
365;0.5444;0.5481;-0.0345;-0.0000;71;69;0;0.0277;0.1910;0.0001;-0.0055;-0.0002
366;0.5407;0.5519;-0.0345;-0.0000;79;75;0;0.0555;0.1914;0.0001;-0.0055;-0.0002
367;0.5444;0.5519;-0.0690;-0.0000;75;73;0;0.0427;0.1921;0.0016;-0.0055;-0.0002
368;0.5519;0.5556;-0.0000;-0.0000;69;67;0;0.0123;0.1921;-0.0001;-0.0055;-0.0002
369;0.5593;0.5556;0.0345;-0.0000;65;62;0;-0.0134;0.1921;-0.0021;-0.0055;-0.0002
370;0.5630;0.5593;0.1379;-0.0000;65;60;0;-0.0170;0.1917;-0.0062;-0.0057;-0.0002
371;0.5593;0.5593;0.2069;-0.0000;69;64;0;0.0009;0.1917;-0.0087;-0.0057;-0.0002
372;0.5593;0.5630;0.1034;-0.0000;73;67;0;0.0185;0.1921;-0.0048;-0.0057;-0.0002
373;0.5667;0.5630;-0.0345;-0.0000;67;64;0;-0.0046;0.1921;0.0004;-0.0057;-0.0002
374;0.5667;0.5667;-0.1034;-0.0000;67;65;0;-0.0046;0.1921;0.0031;-0.0057;-0.0002
375;0.5741;0.5667;-0.1379;-0.0000;62;62;0;-0.0233;0.1917;0.0045;-0.0057;-0.0002
376;0.5741;0.5704;-0.1724;-0.0000;64;62;0;-0.0192;0.1914;0.0055;-0.0057;-0.0002
377;0.5741;0.5704;-0.0690;-0.0000;65;64;0;-0.0112;0.1914;0.0023;-0.0057;-0.0002
378;0.5815;0.5741;-0.0690;-0.0000;58;56;0;-0.0445;0.1906;0.0018;-0.0055;-0.0002
379;0.5815;0.5778;-0.0345;-0.0000;64;60;0;-0.0203;0.1906;0.0001;-0.0055;-0.0002
380;0.5778;0.5778;0.0345;-0.0000;69;65;0;0.0071;0.1906;-0.0023;-0.0057;-0.0002
381;0.5778;0.5815;-0.0000;-0.0000;71;67;0;0.0130;0.1906;-0.0013;-0.0057;-0.0002
382;0.5815;0.5815;0.0690;-0.0000;69;64;0;-0.0002;0.1906;-0.0040;-0.0057;-0.0002
383;0.5815;0.5852;0.0690;-0.0000;71;65;0;0.0086;0.1910;-0.0040;-0.0057;-0.0002
384;0.5815;0.5852;0.0345;-0.0000;73;69;0;0.0170;0.1910;-0.0028;-0.0057;-0.0002
385;0.5815;0.5889;0.0690;-0.0000;75;71;0;0.0262;0.1914;-0.0040;-0.0057;-0.0002
386;0.5852;0.5889;0.1034;-0.0000;73;67;0;0.0159;0.1917;-0.0050;-0.0057;-0.0002
387;0.5926;0.5926;0.1034;-0.0000;71;67;0;0.0068;0.1917;-0.0052;-0.0060;-0.0002
388;0.5963;0.5926;0.1379;-0.0000;67;62;0;-0.0196;0.1914;-0.0060;-0.0060;-0.0002
389;0.5963;0.5963;-0.0000;-0.0000;67;65;0;-0.0031;0.1914;-0.0004;-0.0060;-0.0002
390;0.6000;0.5963;-0.0345;-0.0000;67;65;0;-0.0068;0.1914;0.0006;-0.0060;-0.0002
391;0.5963;0.6000;-0.0345;-0.0000;71;69;0;0.0130;0.1914;0.0006;-0.0060;-0.0002
392;0.6000;0.6037;-0.0690;-0.0000;71;69;0;0.0108;0.1917;0.0016;-0.0060;-0.0002
393;0.6000;0.6037;-0.0000;-0.0000;75;71;0;0.0251;0.1921;-0.0011;-0.0060;-0.0002
394;0.5963;0.6074;-0.0345;-0.0000;79;75;0;0.0419;0.1925;0.0011;-0.0060;-0.0002
395;0.6000;0.6074;-0.0345;-0.0000;77;75;0;0.0386;0.1928;0.0006;-0.0060;-0.0002
396;0.6074;0.6111;-0.0000;-0.0000;73;71;0;0.0174;0.1932;-0.0004;-0.0060;-0.0002
397;0.6037;0.6111;-0.1034;-0.0000;77;77;0;0.0383;0.1936;0.0035;-0.0060;-0.0002
398;0.6074;0.6148;-0.0345;-0.0000;79;77;0;0.0383;0.1939;0.0006;-0.0060;-0.0002
399;0.6074;0.6148;-0.0345;-0.0000;79;77;0;0.0401;0.1947;0.0011;-0.0057;-0.0002
400;0.6074;0.6185;-0.1034;-0.0000;79;79;0;0.0452;0.1950;0.0028;-0.0057;-0.0002
401;0.6111;0.6185;-0.0345;-0.0000;81;79;0;0.0456;0.1958;0.0004;-0.0057;-0.0002
402;0.6111;0.6222;-0.0690;-0.0000;81;79;0;0.0482;0.1961;0.0013;-0.0057;-0.0002
403;0.6185;0.6259;-0.1379;-0.0000;77;77;0;0.0324;0.1965;0.0043;-0.0057;-0.0002
404;0.6185;0.6259;-0.2414;-0.0000;77;79;0;0.0394;0.1972;0.0094;-0.0057;-0.0002
405;0.6259;0.6296;-0.2414;-0.0000;71;73;0;0.0104;0.1972;0.0087;-0.0055;-0.0002
406;0.6222;0.6296;-0.3448;-0.0000;77;81;0;0.0416;0.1976;0.0128;-0.0055;-0.0002
407;0.6222;0.6333;-0.2069;-0.0000;79;81;0;0.0463;0.1983;0.0074;-0.0052;-0.0002
408;0.6185;0.6333;-0.2414;-0.0000;87;91;0;0.0764;0.1990;0.0089;-0.0052;-0.0002
409;0.6259;0.6370;-0.2069;-0.0000;79;83;0;0.0445;0.1998;0.0074;-0.0052;-0.0002
410;0.6222;0.6370;-0.1379;-0.0000;87;89;0;0.0756;0.2005;0.0048;-0.0050;-0.0002
411;0.6296;0.6407;-0.3103;-0.0000;79;85;0;0.0463;0.2012;0.0116;-0.0050;-0.0002
412;0.6333;0.6407;-0.1034;-0.0000;81;81;0;0.0405;0.2016;0.0035;-0.0050;-0.0002
413;0.6407;0.6444;-0.1724;-0.0000;75;77;0;0.0156;0.2020;0.0060;-0.0050;-0.0002
414;0.6407;0.6444;-0.2414;-0.0000;75;77;0;0.0181;0.2020;0.0084;-0.0048;-0.0002
415;0.6407;0.6481;-0.1379;-0.0000;79;81;0;0.0339;0.2023;0.0045;-0.0048;-0.0002
416;0.6444;0.6519;-0.2069;-0.0000;79;81;0;0.0353;0.2031;0.0077;-0.0048;-0.0002
417;0.6444;0.6519;-0.2069;-0.0000;79;81;0;0.0331;0.2034;0.0074;-0.0045;-0.0002
418;0.6519;0.6556;-0.1034;-0.0000;75;77;0;0.0141;0.2034;0.0035;-0.0045;-0.0002
419;0.6556;0.6556;-0.1379;-0.0000;73;75;0;0.0016;0.2034;0.0048;-0.0045;-0.0002
420;0.6556;0.6593;-0.1034;-0.0000;75;75;0;0.0086;0.2034;0.0038;-0.0045;-0.0002
421;0.6630;0.6593;-0.1379;-0.0000;71;73;0;-0.0071;0.2034;0.0045;-0.0045;-0.0002
422;0.6630;0.6630;-0.1724;-0.0000;73;75;0;0.0016;0.2034;0.0060;-0.0043;-0.0002
423;0.6667;0.6630;-0.1379;-0.0000;71;73;0;-0.0086;0.2034;0.0052;-0.0043;-0.0002
424;0.6704;0.6667;-0.1379;-0.0000;69;71;0;-0.0170;0.2031;0.0045;-0.0043;-0.0002
425;0.6667;0.6667;-0.1379;-0.0000;75;77;0;0.0152;0.2034;0.0045;-0.0043;-0.0002
426;0.6704;0.6704;-0.0345;-0.0000;75;75;0;0.0071;0.2034;0.0001;-0.0043;-0.0002
427;0.6630;0.6704;-0.1379;-0.0000;81;83;0;0.0394;0.2042;0.0052;-0.0040;-0.0002
428;0.6704;0.6741;-0.0690;-0.0000;77;77;0;0.0178;0.2042;0.0016;-0.0040;-0.0002
429;0.6667;0.6778;-0.0000;-0.0000;85;83;0;0.0463;0.2049;-0.0006;-0.0040;-0.0002
430;0.6704;0.6778;-0.0345;-0.0000;83;83;0;0.0375;0.2053;0.0009;-0.0040;-0.0002
431;0.6741;0.6815;0.1034;-0.0000;83;79;0;0.0317;0.2056;-0.0050;-0.0043;-0.0002
432;0.6778;0.6815;0.0690;-0.0000;81;79;0;0.0273;0.2060;-0.0040;-0.0043;-0.0002
433;0.6778;0.6852;-0.0345;-0.0000;81;81;0;0.0269;0.2064;0.0004;-0.0043;-0.0002
434;0.6852;0.6852;0.0345;-0.0000;77;75;0;0.0071;0.2064;-0.0018;-0.0043;-0.0002
435;0.6852;0.6889;-0.1034;-0.0000;75;77;0;0.0057;0.2064;0.0031;-0.0043;-0.0002
436;0.6852;0.6889;-0.0345;-0.0000;81;81;0;0.0255;0.2067;0.0006;-0.0043;-0.0002
437;0.6815;0.6926;0.2069;-0.0000;89;83;0;0.0467;0.2075;-0.0092;-0.0043;-0.0002
438;0.6815;0.6926;-0.0000;-0.0000;93;91;0;0.0690;0.2082;-0.0009;-0.0043;-0.0002
439;0.6852;0.6963;-0.0345;-0.0000;87;87;0;0.0485;0.2086;0.0006;-0.0043;-0.0002
440;0.6926;0.6963;-0.1034;-0.0000;83;83;0;0.0277;0.2089;0.0026;-0.0043;-0.0002
441;0.7000;0.7000;-0.1724;-0.0000;71;73;0;-0.0159;0.2089;0.0062;-0.0043;-0.0002
442;0.7000;0.7000;-0.0000;-0.0000;73;73;0;-0.0123;0.2086;-0.0009;-0.0043;-0.0002
443;0.7000;0.7000;-0.0690;-0.0000;73;71;0;-0.0170;0.2086;0.0016;-0.0043;-0.0002
444;0.7000;0.7000;-0.0690;-0.0000;71;71;0;-0.0178;0.2082;0.0026;-0.0040;-0.0002
445;0.7000;0.7000;0.0345;-0.0000;73;71;0;-0.0181;0.2082;-0.0016;-0.0043;-0.0002
446;0.7037;0.7000;-0.0690;-0.0000;71;71;0;-0.0189;0.2078;0.0021;-0.0040;-0.0002
447;0.7000;0.7000;-0.0000;-0.0000;73;73;0;-0.0134;0.2078;-0.0004;-0.0040;-0.0002
448;0.7074;0.7000;-0.0345;-0.0000;67;67;0;-0.0405;0.2071;0.0004;-0.0040;-0.0002
449;0.7074;0.7000;-0.0690;-0.0000;67;67;0;-0.0383;0.2067;0.0021;-0.0040;-0.0002
450;0.7000;0.7000;-0.0000;-0.0000;71;71;0;-0.0174;0.2064;-0.0009;-0.0040;-0.0002
451;0.6926;0.7000;0.1724;-0.0000;81;77;0;0.0211;0.2067;-0.0079;-0.0043;-0.0002
452;0.6852;0.7000;-0.0345;-0.0000;89;89;0;0.0580;0.2075;-0.0001;-0.0043;-0.0002
453;0.6889;0.7000;-0.1724;-0.0000;87;89;0;0.0515;0.2082;0.0065;-0.0040;-0.0002
454;0.6926;0.7000;-0.2414;-0.0000;79;83;0;0.0211;0.2082;0.0084;-0.0040;-0.0002
455;0.7000;0.7000;-0.0690;-0.0000;75;75;0;-0.0027;0.2082;0.0016;-0.0040;-0.0002
456;0.7037;0.7000;0.0690;-0.0000;69;67;0;-0.0368;0.2078;-0.0035;-0.0040;-0.0002
457;0.7037;0.7000;0.0345;-0.0000;73;69;0;-0.0214;0.2075;-0.0018;-0.0040;-0.0002
458;0.7037;0.7000;0.0345;-0.0000;71;69;0;-0.0225;0.2075;-0.0016;-0.0040;-0.0002
459;0.7000;0.7000;0.0345;-0.0000;77;73;0;-0.0031;0.2075;-0.0028;-0.0040;-0.0002
460;0.7000;0.7000;0.0345;-0.0000;75;73;0;-0.0046;0.2075;-0.0016;-0.0040;-0.0002
461;0.6963;0.7000;0.0345;-0.0000;79;77;0;0.0130;0.2075;-0.0021;-0.0043;-0.0002
462;0.6963;0.7000;-0.1379;-0.0000;77;77;0;0.0101;0.2075;0.0043;-0.0040;-0.0002
463;0.6963;0.7000;-0.2069;-0.0000;77;77;0;0.0071;0.2078;0.0070;-0.0040;-0.0002
464;0.6926;0.7000;-0.0345;-0.0000;81;79;0;0.0229;0.2078;0.0006;-0.0040;-0.0002
465;0.6926;0.7000;0.0345;-0.0000;81;79;0;0.0192;0.2082;-0.0016;-0.0040;-0.0002
466;0.6926;0.7000;0.1034;-0.0000;83;77;0;0.0196;0.2086;-0.0052;-0.0040;-0.0002
467;0.6926;0.7000;-0.0000;-0.0000;85;83;0;0.0364;0.2089;-0.0013;-0.0040;-0.0002
468;0.6926;0.7000;-0.1034;-0.0000;81;81;0;0.0236;0.2093;0.0040;-0.0040;-0.0002
469;0.6926;0.7000;-0.1034;-0.0000;81;81;0;0.0192;0.2093;0.0033;-0.0040;-0.0002
470;0.6963;0.7000;-0.1034;-0.0000;79;79;0;0.0156;0.2097;0.0033;-0.0040;-0.0002
471;0.7000;0.7000;-0.1379;-0.0000;75;75;0;-0.0064;0.2093;0.0043;-0.0040;-0.0002
472;0.7000;0.7000;-0.0690;-0.0000;75;75;0;-0.0082;0.2093;0.0018;-0.0040;-0.0002
473;0.6963;0.7000;-0.0690;-0.0000;79;77;0;0.0090;0.2097;0.0013;-0.0040;-0.0002
474;0.6889;0.7000;-0.1034;-0.0000;87;87;0;0.0456;0.2100;0.0031;-0.0038;-0.0002
475;0.6889;0.7000;-0.0345;-0.0000;87;85;0;0.0397;0.2104;0.0001;-0.0038;-0.0002
476;0.6926;0.7000;-0.0690;-0.0000;83;83;0;0.0317;0.2108;0.0013;-0.0038;-0.0002
477;0.7000;0.7000;0.0345;-0.0000;75;73;0;-0.0123;0.2108;-0.0023;-0.0038;-0.0002
478;0.7074;0.7000;0.1379;-0.0000;67;64;0;-0.0526;0.2100;-0.0070;-0.0040;-0.0002
479;0.7074;0.7000;0.2069;-0.0000;67;64;0;-0.0496;0.2097;-0.0087;-0.0040;-0.0002
480;0.7037;0.7000;0.2069;-0.0000;73;67;0;-0.0229;0.2093;-0.0096;-0.0040;-0.0002
481;0.7037;0.7000;0.1724;-0.0000;73;67;0;-0.0255;0.2089;-0.0082;-0.0043;-0.0002
482;0.7074;0.7000;0.1379;-0.0000;69;64;0;-0.0463;0.2086;-0.0060;-0.0043;-0.0002
483;0.7074;0.7000;0.1379;-0.0000;69;64;0;-0.0441;0.2078;-0.0067;-0.0043;-0.0002
484;0.7148;0.7000;0.0690;-0.0000;62;56;0;-0.0811;0.2067;-0.0038;-0.0045;-0.0002
